OG0001871	macromolecule glycosylation
OG0006129	Phosducin
OG0000776	ATP-binding cassette, subfamily B (MDR TAP), member 11
OG0002220	Glycerol-3-phosphate dehydrogenase
OG0002041	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins
OG0007562	regulation of cardiac conduction
OG0007123	Domain of unknown function (DUF1768)
OG0000781	Small nuclear ribonucleoprotein
OG0001171	S-adenosyl-L-methionine-dependent protein-lysine N- methyltransferase that methylates elongation factor 1-alpha
OG0000668	Ion channel
OG0003990	dolichyl-phosphate beta-glucosyltransferase
OG0003911	Belongs to the MCM family
OG0002357	Serine aminopeptidase, S33
OG0003797	60Kd inner membrane protein
OG0000369	transferase activity, transferring hexosyl groups
OG0005842	Small nuclear ribonucleoprotein
OG0000022	Peptidylprolyl isomerase domain and WD repeat-containing protein
OG0001344	COG0659 Sulfate permease and related transporters (MFS superfamily)
OG0002849	GTP binding. It is involved in the biological process described with protein transport
OG0000395	Protein tyrosine kinase
OG0005541	heme binding
OG0001473	Mannosidase, alpha, class 1B, member 1
OG0002820	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate
OG0000452	COG0318 Acyl-CoA synthetases (AMP-forming) AMP-acid ligases II
OG0006918	Carbon-nitrogen hydrolase
OG0002321	manganese ion binding
OG0002971	Tubulin-tyrosine ligase family
OG0000192	U-box domain
OG0000014	Serine threonine-protein phosphatase
OG0000876	Ankyrin repeat
OG0000177	reductase small
OG0002595	procollagen-proline 4-dioxygenase activity
OG0001450	protein transport
OG0001458	positive regulation of mitochondrial translation
OG0000151	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
OG0007182	DnaJ-class molecular chaperone
OG0000051	Belongs to the AAA ATPase family
OG0003214	Belongs to the cytochrome b5 family
OG0000581	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0000278	ADP-ribosylglycohydrolase
OG0004852	SNF2 family N-terminal domain
OG0001576	peptidase. Source PGD
OG0004230	Calcineurin-like phosphoesterase
OG0005282	Belongs to the glutaredoxin family. Monothiol subfamily
OG0006302	protein folding
OG0001306	spectrin binding
OG0004040	Serine hydrolase involved in the detoxification of formaldehyde
OG0000698	intracellular sterol transport
OG0004056	endocytic recycling
OG0007683	PPPDE putative peptidase domain
OG0003072	Belongs to the arginase family
OG0001866	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA
OG0005835	Cephalosporin hydroxylase
OG0004367	myotome development
OG0003818	Cilia and flagella associated protein 221
OG0004784	2-acylglycerol O-acyltransferase activity
OG0006104	S1 RNA binding domain protein
OG0000748	cold-shock protein
OG0006848	Indigoidine synthase A like protein
OG0006400	Thioredoxin
OG0007445	Drug Metabolite Transporter (DMT) Superfamily. Source PGD
OG0007465	protein, Hemolysin III
OG0005312	phosphatase 2C
OG0000318	negative regulation of inclusion body assembly
OG0006095	PFAM Aspartate ornithine carbamoyltransferase, carbamoyl-P binding
OG0001555	Dynein light chain
OG0001087	to Saccharomyces cerevisiae SIS1 (YNL007C)
OG0005973	oxidoreductase activity
OG0000182	cAMP-dependent protein kinase regulatory subunit
OG0006559	spliceosomal snRNP assembly
OG0005789	Protein farnesyltransferase subunit
OG0003737	Belongs to the cytochrome P450 family
OG0001426	Met-10+ like-protein
OG0000098	peptidylprolyl isomerase
OG0003884	Belongs to the DEAD box helicase family
OG0001308	Axonemal dynein light chain
OG0004712	-
OG0007127	positive regulation of protein localization to cilium
OG0001140	molybdate ion transmembrane transporter activity
OG0004077	50S ribosome-binding GTPase
OG0000352	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
OG0002763	von Willebrand factor type A domain
OG0002272	Exonuclease mut-7 homolog
OG0003310	ubiquitin-protein transferase activity
OG0000920	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
OG0001114	to Saccharomyces cerevisiae REX4 (YOL080C)
OG0000207	Putative GTP-ase activating proteins for the small GTPase, ARF
OG0007397	[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity
OG0002507	protein-arginine omega-N asymmetric methyltransferase activity
OG0000505	Belongs to the DEAD box helicase family
OG0002556	Kelch motif
OG0000795	Starch binding domain
OG0000366	Pyridoxal-phosphate dependent enzyme
OG0002680	glycine C-acetyltransferase activity
OG0000595	DNA topoisomerase type I activity
OG0000438	Serine threonine tyrosine interacting protein
OG0000244	cellular response to caloric restriction
OG0003861	endosomal protein p24b
OG0005501	protein C-terminal methylesterase activity
OG0003390	aspartic-type endopeptidase activity
OG0004541	2-acylglycerol O-acyltransferase activity
OG0000169	protein kinase activity
OG0002013	phosphate ion transport
OG0001481	Memo-like protein
OG0004381	Cysteine-rich domain
OG0002664	Belongs to the eukaryotic ribosomal protein eL38 family
OG0001764	60S ribosomal protein L7A
OG0003960	surfactant homeostasis
OG0002904	porphobilinogen deaminase
OG0004758	-domain-containing protein
OG0000517	Alpha amylase, catalytic domain
OG0007717	protein serine/threonine kinase activity
OG0003567	protein N-terminus binding
OG0001679	Acyl CoA binding protein
OG0001010	Belongs to the thioredoxin family
OG0007725	Belongs to the group II decarboxylase family
OG0003996	Serine threonine-protein kinase
OG0000575	DNA polymerase
OG0006847	Could be involved in insertion of integral membrane proteins into the membrane
OG0003882	Sulfite exporter TauE/SafE
OG0000025	ADP-ribosylation factor
OG0000838	oxidation-reduction process
OG0004814	AFG1-like ATPase
OG0006591	acid phosphatase activity
OG0003291	Domain of unknown function (DUF5127)
OG0005321	Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family
OG0005536	Belongs to the class-I aminoacyl-tRNA synthetase family
OG0006212	Methyladenine glycosylase
OG0000074	delayed rectifier potassium channel activity
OG0006305	Antibiotic biosynthesis monooxygenase
OG0006478	PFAM UBA THIF-type NAD FAD binding protein
OG0004090	Belongs to the aldehyde dehydrogenase family
OG0006587	CbbQ/NirQ/NorQ C-terminal
OG0002147	PA14 domain
OG0005821	rhodanese-like domain-containing protein
OG0005289	Sugar (and other) transporter
OG0001787	Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits
OG0002199	Endonuclease/Exonuclease/phosphatase family
OG0003619	DnaJ molecular chaperone homology domain
OG0000248	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
OG0000387	ThiF family
OG0000995	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
OG0006388	oxidation-reduction process
OG0000772	secondary active sulfate transmembrane transporter activity
OG0000605	40S ribosomal protein RPS20. Source PGD
OG0007053	Phospholipid methyltransferase
OG0002406	poly(A) polymerase
OG0001078	Aspartate beta-hydroxylase
OG0000582	Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of cytochrome reductase. Cytochrome c then transfers this electron to the cytochrome oxidase complex, the final protein carrier in the mitochondrial electron-transport chain
OG0007129	COG4886 Leucine-rich repeat (LRR) protein
OG0005606	Taurine catabolism dioxygenase TauD, TfdA family
OG0000019	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
OG0000652	protein serine/threonine kinase activity
OG0000181	oligosaccharyl transferase activity
OG0007318	Methyltransferase domain
OG0000062	Chlorophyll A-B binding protein
OG0003071	6phosphofructo2kinase
OG0005458	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
OG0001000	Leucine rich repeat containing 56
OG0007196	methyltransferase activity
OG0006631	Belongs to the peptidase A1 family
OG0000349	-
OG0001955	fructose-bisphosphate aldolase activity
OG0007179	WD repeat-containing protein
OG0001628	Belongs to the protein kinase superfamily
OG0001666	aspartoacylase activity
OG0006623	Exostosin family
OG0002277	mitochondrial transport
OG0006962	2-oxoacid dehydrogenases acyltransferase (catalytic domain)
OG0000252	Sulfate permease family
OG0003643	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis
OG0006138	Ubiquitin family
OG0000385	AMP-binding enzyme
OG0003166	Folate receptor family
OG0007352	Prefoldin subunit 2
OG0001246	Alpha beta hydrolase
OG0004697	heat shock protein binding
OG0001553	3-beta-hydroxy-delta5-steroid dehydrogenase activity
OG0002782	zinc finger A20 and AN1 domain-containing stress-associated protein
OG0005465	ARF-like small GTPases; ARF, ADP-ribosylation factor
OG0004861	Ribosomal protein S1-like RNA-binding domain
OG0000027	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0005707	rhamnose biosynthetic enzyme
OG0000016	Responsible for synthesis of pseudouridine from uracil
OG0004571	Phytanoyl-CoA dioxygenase (PhyH)
OG0003388	tRNA dihydrouridine synthesis
OG0006754	Activator of Hsp90 ATPase, N-terminal
OG0007454	protein-cysteine S-palmitoyltransferase activity
OG0006886	Probable RNA and SrmB- binding site of polymerase A
OG0007434	Acid Phosphatase
OG0006898	Crooked neck pre-mRNA splicing factor 1
OG0000659	It is involved in the biological process described with cell redox homeostasis
OG0002883	Links covalently the heme group to the apoprotein of cytochrome c
OG0005118	U2 snRNP-associated SURP
OG0006734	Hemimethylated DNA-binding protein YccV like
OG0001801	NADH:flavin oxidoreductase / NADH oxidase family
OG0003144	Belongs to the ALAD family
OG0005713	Helicase associated domain (HA2)  Add an annotation
OG0004084	MOSC domain protein beta barrel domain protein
OG0001031	D-isomer specific 2-hydroxyacid dehydrogenase
OG0004732	Broad-Complex, Tramtrack and Bric a brac
OG0000693	elongation of fatty acids protein
OG0005297	Diacylglycerol kinase
OG0001510	ATPase, P-type (transporting), HAD superfamily, subfamily IC
OG0005413	acid phosphatase activity
OG0003634	homoserine O-acetyltransferase
OG0000121	calmodulin
OG0004467	Amidohydrolase
OG0000277	Ras-related protein
OG0005814	calcium-dependent cysteine-type endopeptidase activity
OG0000691	exoribonuclease 1
OG0005374	aspartic-type endopeptidase activity
OG0002269	NHL repeat
OG0001891	prolyl 4-hydroxylase
OG0002480	It is involved in the biological process described with oxidation-reduction process
OG0000567	Belongs to the glycosyl hydrolase 3 family
OG0006000	ATP synthase (E/31 kDa) subunit
OG0006352	Belongs to the TPP enzyme family
OG0006097	catalytic domain of ctd-like phosphatases
OG0001269	ER retention sequence binding
OG0006787	nitric oxide catabolic process
OG0004897	Belongs to the alternative oxidase family
OG0000840	calcium ion binding
OG0000757	Belongs to the synaptobrevin family
OG0003193	shikimate 3-dehydrogenase (NADP+) activity
OG0001974	peptide-methionine (R)-S-oxide reductase activity
OG0003997	flagellar calcium-binding protein
OG0005810	Dual specificity phosphatase, catalytic domain containing protein
OG0001643	post-chaperonin tubulin folding pathway
OG0000204	Belongs to the glycosyl hydrolase 7 (cellulase C) family
OG0000964	protein serine/threonine kinase activity
OG0007704	Folic acid synthesis protein
OG0005530	DNA excision repair protein
OG0000727	Ribosomal protein L6
OG0007467	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH
OG0000623	Chaperone protein dnaJ
OG0006130	Ribosomal RNA large subunit methyltransferase N. Source PGD
OG0001552	sphingomyelin catabolic process
OG0000148	Belongs to the peptidase A1 family
OG0007513	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
OG0004423	Family with sequence similarity 151 member
OG0001414	U6 snRNA binding
OG0001983	DnaJ molecular chaperone homology domain
OG0000553	ABC transporter
OG0004149	3,4-dihydroxy-2-butanone 4-phosphate synthase
OG0000022	regulation of proton-transporting ATPase activity, rotational mechanism
OG0005008	D-glycerate 3-kinase
OG0001501	isocitrate dehydrogenase (NADP+) activity
OG0006141	Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor
OG0000693	fatty acid elongation, saturated fatty acid
OG0000809	ribosomal protein
OG0003623	Kinase/pyrophosphorylase
OG0007213	AAA domain
OG0001985	methyltransferase
OG0004737	Dual specificity phosphatase, catalytic domain
OG0000782	proton-transporting ATP synthase activity, rotational mechanism
OG0001271	malate-aspartate shuttle
OG0006683	Nucleolar GTP-binding protein 1 (NOG1)
OG0004479	Helicase associated domain (HA2)
OG0001902	Golgi calcium ion transport
OG0006185	Peptidase M76 family
OG0002508	molecular chaperone
OG0005551	transferase activity, transferring nitrogenous groups
OG0000022	peptidyl-prolyl cis-trans isomerase activity
OG0000132	reversible hydration of carbon dioxide
OG0000182	CGMP-dependent protein kinase
OG0000375	scavenger receptor activity
OG0002575	fructose 1,6-bisphosphate 1-phosphatase activity
OG0001586	Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family
OG0005123	FAD binding
OG0006994	Male sterility protein
OG0007087	Phosphoribosylglycinamide synthetase, C domain
OG0005095	dihydrokaempferol 4-reductase activity
OG0002683	spectrin binding
OG0004194	Haloacid dehalogenase-like hydrolase
OG0004036	Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate
OG0003859	peptide chain release factor
OG0005735	mitogen-activated protein kinase kinase
OG0004402	-
OG0004104	sodium-dependent glucose transporter
OG0007720	Leucine-rich repeat
OG0003809	Diacylglycerol acyltransferase
OG0005032	Phosphoglycerate mutase family
OG0000158	oxidoreductase activity
OG0000340	Glycosyl hydrolase family 20, catalytic domain
OG0005134	6phosphofructo2kinase
OG0004173	Porphyromonas-type peptidyl-arginine deiminase
OG0002333	Aspartyl Asparaginyl beta-hydroxylase
OG0000058	cofactor B
OG0006561	Methyltransferase TYW3
OG0000209	SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein
OG0004868	-
OG0004098	methyltransferase
OG0000054	ATP binding
OG0000288	potassium:proton antiporter activity
OG0001455	-
OG0004570	histone serine kinase activity
OG0001130	Von Willebrand factor type A domain
OG0002347	Putative GTPase activating protein for Arf
OG0007713	Serine threonine-protein phosphatase
OG0000765	Molecular calcium-binding chaperone promoting folding, oligomeric assembly and quality control in the ER via the calreticulin calnexin cycle. This lectin may interact transiently with almost all of the monoglucosylated glycoproteins that are synthesized in the ER (By similarity)
OG0005006	rRNA methyltransferase
OG0001064	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
OG0004580	RNA recognition motif-containing protein
OG0000572	Glutamate synthase
OG0001025	Pfam Adenylate and Guanylate cyclase catalytic domain
OG0004270	protein deneddylation
OG0000850	glycerol dehydrogenase
OG0006511	cysteine synthase activity
OG0005254	protein-cysteine S-palmitoyltransferase activity
OG0000773	p25-alpha
OG0001677	guanyl-nucleotide exchange factor activity
OG0001598	Diacylglycerol acyltransferase
OG0005926	Major facilitator
OG0005733	Catalyzes the conversion of hemimercaptal, formed from methylglyoxal and glutathione, to S-lactoylglutathione
OG0002954	Protein of unknown function (DUF1681)
OG0005392	Tubulin/FtsZ family, GTPase domain
OG0000559	Saccharopine dehydrogenase NADP binding domain
OG0002577	Hypothetical methyltransferase
OG0001036	homolog subfamily C member
OG0004766	Glycosyltransferase Family 4
OG0000226	triosephosphate isomerase
OG0001093	Arylsulfatase
OG0000785	initiation factor
OG0001478	Responsible for synthesis of pseudouridine from uracil
OG0001937	intraciliary transport
OG0000366	Belongs to the cysteine synthase cystathionine beta- synthase family
OG0001381	Protein phosphatase, Mg2 Mn2 dependent
OG0003435	CH-like domain in sperm protein
OG0002778	pseudouridine 5'-phosphatase activity
OG0003625	tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity
OG0000942	Rab subfamily of small GTPases
OG0000779	2-oxoglutarate and iron-dependent oxygenase
OG0001664	Belongs to the GroES chaperonin family
OG0005643	GTPase activity
OG0006540	cation-transporting ATPase
OG0003172	cyanate hydratase activity
OG0001403	Polyamine transporter
OG0006933	Saposin (B) Domains
OG0001855	WD domain, G-beta repeat
OG0000370	acetylcholine transport
OG0006537	Axin interactor
OG0002824	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)
OG0001353	Sugar (and other) transporter
OG0003758	Bile acid
OG0005603	protein serine/threonine kinase activity
OG0006250	meiotic DNA double-strand break processing
OG0006827	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit
OG0006090	photosynthetic electron transport in photosystem I
OG0005113	component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation
OG0000198	E3 ubiquitin-protein ligase
OG0000006	synthase
OG0005066	ADP-ribosylglycohydrolase
OG0005419	Alpha amylase, catalytic domain
OG0006285	UDP-glucoronosyl and UDP-glucosyl transferase
OG0002807	poly ADP-ribose polymerase
OG0003263	C2HE / C2H2 / C2HC zinc-binding finger
OG0005794	-domain-containing protein
OG0001308	dynein heavy chain binding
OG0007234	Pfam:DUF328
OG0000090	RNA uridylyltransferase activity
OG0007635	phospholipase
OG0003295	XPA binding protein 2
OG0002207	SET and MYND
OG0001522	Elongation factor Tu C-terminal domain
OG0001201	structural constituent of ribosome
OG0000754	ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner
OG0006510	protein-L-isoaspartate O-methyltransferase
OG0002383	D-lactate dehydrogenase, membrane binding
OG0004286	Flavin reductase like domain
OG0005722	Putative methyltransferase
OG0002728	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit
OG0002179	Zinc ion binding
OG0000165	calcium:sodium antiporter activity
OG0004935	Antibiotic biosynthesis monooxygenase
OG0006280	Belongs to the CDP-alcohol phosphatidyltransferase class-I family
OG0006224	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0001634	spermidine synthase activity
OG0004422	molybdopterin molybdotransferase activity
OG0003826	leucyl-tRNA aminoacylation
OG0002740	2OG-Fe(II) oxygenase superfamily
OG0001324	regulation of RNA splicing
OG0007430	epidermal cell fate specification
OG0004716	component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation
OG0001745	tryptamine:oxygen oxidoreductase (deaminating) activity
OG0001303	C-terminal region of MMR_HSR1 domain
OG0006135	Rab subfamily of small GTPases
OG0006517	Nuclear movement
OG0000417	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
OG0000858	selenate reductase activity
OG0005526	ATP-dependent protein binding
OG0007528	Clp protease
OG0005877	N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity
OG0006956	Serine threonine-protein phosphatase PGAM5, mitochondrial
OG0000511	ribosomal protein
OG0002452	quercetin 2,3-dioxygenase activity
OG0002211	GH3 auxin-responsive promoter
OG0000602	Specifically methylates the adenine in position 2030 of 23S rRNA
OG0000553	Specifically methylates the adenine in position 37 of tRNA(1)(Val) (anticodon cmo5UAC)
OG0000475	AP-1 complex subunit
OG0006335	Transmembrane phosphatase with tensin homology
OG0005764	Helicase associated domain (HA2)  Add an annotation
OG0003047	OTU-like cysteine protease
OG0004767	Uncharacterised protein family (UPF0160)
OG0004249	phospho-N-acetylmuramoyl-pentapeptide-transferase activity
OG0007740	NAD+ diphosphatase activity
OG0001600	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex
OG0002212	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY
OG0005076	Inositol monophosphatase family
OG0007507	Ion transport protein
OG0002384	ABC transporter B family member 26
OG0005754	Saccharopine dehydrogenase NADP binding domain
OG0004004	PFAM alpha amylase, catalytic
OG0002021	DNA replication initiation
OG0005829	Short-chain dehydrogenase reductase sdr
OG0006166	Component of the cytosolic iron-sulfur (Fe-S) protein assembly (CIA) machinery. Required for the maturation of extramitochondrial Fe-S proteins. Part of an electron transfer chain functioning in an early step of cytosolic Fe-S biogenesis. Electrons are transferred to the Fe-S cluster from NADPH via a FAD- and FMN-containing diflavin oxidoreductase. Has anti- apoptotic effects in the cell
OG0003022	Responsible for synthesis of pseudouridine from uracil- 13 in transfer RNAs
OG0006493	Belongs to the adaptor complexes small subunit family
OG0006001	Belongs to the bacterial ribosomal protein bL27 family
OG0004410	macromolecule localization
OG0005448	2OG-Fe(II) oxygenase
OG0006934	Ssl1-like
OG0002254	Apyrase
OG0000333	fructose-bisphosphate aldolase activity
OG0001106	Phosphatidic acid phosphatase. Source PGD
OG0007579	ubiquitin-conjugating enzyme
OG0000458	Enoyl-(Acyl carrier protein) reductase
OG0005163	AP-1 complex subunit beta. Source PGD
OG0007739	Potential Monad-binding region of RPAP3
OG0002198	vesicle-mediated transport
OG0006116	homolog subfamily C member 7
OG0002963	transporter
OG0001598	2-acylglycerol O-acyltransferase activity
OG0002023	alpha-galactosidase
OG0001343	Sulfite exporter TauE/SafE
OG0004610	Ribosomal protein L15
OG0001570	chaperone
OG0007381	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0007130	Signal peptidase, peptidase S26
OG0000089	Dynein heavy chain, N-terminal region 1
OG0001258	Sugar (and other) transporter
OG0005819	AAA domain
OG0000411	cell division
OG0007711	mitochondrial transport
OG0000068	cysteine-type peptidase activity
OG0002875	Inositol monophosphatase 1
OG0003668	protein tyrosine/serine/threonine phosphatase activity
OG0001241	mRNA-containing ribonucleoprotein complex export from nucleus
OG0004318	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the pyruvate, phosphate dikinase (PPDK) by catalyzing its phosphorylation dephosphorylation
OG0001531	pfkB family carbohydrate kinase
OG0001637	sphingolipid delta-4 desaturase activity
OG0005349	Methyltransferase domain
OG0004408	fructosamine metabolic process
OG0004389	Dynein light chain type 1
OG0005381	NAD(P)H-binding
OG0005093	COG3306 Glycosyltransferase involved in LPS biosynthesis
OG0002622	4'-phosphopantetheinyl transferase superfamily
OG0000673	Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate
OG0001059	Belongs to the protein kinase superfamily
OG0003848	Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)
OG0001111	ABC1 family
OG0004463	chlorophyll binding
OG0000257	asparagine synthase
OG0005292	leading strand elongation
OG0002024	Serine threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha
OG0001903	Belongs to the pirin family
OG0004346	Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position
OG0000014	protein serine/threonine phosphatase activity
OG0003804	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
OG0000621	RNA binding
OG0002633	Ammecr1 family
OG0002870	microtubule motor activity
OG0001946	Complex I intermediate-associated protein 30 (CIA30)
OG0004923	PRP38 family
OG0004780	protein modification by small protein conjugation
OG0004451	Adp-ribosylation factor
OG0005105	homologous recombination
OG0000022	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
OG0007638	Queuine tRNA-ribosyltransferase. Source PGD
OG0006200	3'-5' exonuclease domain-containing protein
OG0003159	oxidoreductase activity
OG0003224	protein-arginine N5-methyltransferase activity
OG0006514	Splicing factor 3B subunit
OG0006481	KR domain
OG0000628	RNA binding
OG0005887	pyrimidine nucleotide-sugar transmembrane transporter activity
OG0002148	regulation of sequestering of zinc ion
OG0001316	xanthine catabolic process
OG0006099	Source PGD
OG0001957	Belongs to the glycosyl hydrolase 5 (cellulase A) family
OG0007168	Zinc finger CCCH type domain
OG0003679	Electron-transfer-flavoprotein, alpha polypeptide
OG0001123	OTU-like cysteine protease
OG0001054	Enhancer of rudimentary
OG0000096	Serine/threonine phosphatases, family 2C, catalytic domain
OG0000554	Cupin-like domain
OG0007083	peptidyl-prolyl cis-trans isomerase activity
OG0003333	WD domain, G-beta repeat
OG0007369	DEAD DEAH box helicase
OG0003590	Involved in ribosomal large subunit assembly
OG0000468	Mycolic acid cyclopropane synthetase
OG0003055	Fumarase C-terminus
OG0001781	receptor localization to non-motile cilium
OG0005082	Peptidase family M48
OG0005430	ATPase activity, coupled to transmembrane movement of substances
OG0002515	Mitochondrial GTPase that catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post-translocational (POST) state as the newly formed A- site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome
OG0007391	anion transporter 2
OG0004302	Endoribonuclease L-PSP
OG0003618	Domain of unknown function (DUF3342)
OG0007274	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis
OG0002352	displays overlapping activities with DnaJ, but functions under different conditions, probably acting as a molecular chaperone in an adaptive response to environmental stresses other than heat shock. Lacks autonomous chaperone activity
OG0004232	transcription coactivator activity
OG0007735	Sodium potassium calcium exchanger 6, mitochondrial
OG0005120	ABC transporter
OG0003957	Belongs to the ALG6 ALG8 glucosyltransferase family
OG0007428	Calcium-dependent protein kinase
OG0002965	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
OG0003428	Exosome complex component RRP46
OG0004364	Translational activator
OG0002907	ATPase activity, coupled to transmembrane movement of substances
OG0004208	Dynein heavy chain, N-terminal region 1
OG0007231	Citrate transporter
OG0005326	Glycosyltransferase family 20
OG0006382	TatD related DNase
OG0000256	protein serine/threonine kinase activity
OG0003763	phosphatidate phosphatase activity
OG0001925	Pentacotripeptide-repeat region of PRORP
OG0006501	RING-like zinc finger
OG0007613	Fatty acid hydroxylase superfamily
OG0000703	Glycosyltransferase family-like protein
OG0005453	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis
OG0007042	O-methyltransferase activity
OG0006849	taurine catabolism dioxygenase
OG0006336	Reversible hydration of carbon dioxide
OG0002742	Peptidyl-prolyl cis-trans isomerase E
OG0001774	Belongs to the CDP-alcohol phosphatidyltransferase class-I family
OG0001652	WD domain, G-beta repeat
OG0005168	Belongs to the glycosyl hydrolase 2 family
OG0000891	Glutaredoxin
OG0005826	ABC1 family
OG0006175	replication factor c
OG0000074	Potassium voltage-gated channel, shaker-related subfamily, member 6
OG0003799	methyltransferase
OG0005139	regulation of intraciliary retrograde transport
OG0005590	YIF1
OG0007485	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
OG0004034	Cytidylyltransferase-like
OG0000015	DEAD-like helicases superfamily
OG0006874	TKL protein
OG0000184	calmodulin
OG0001007	pectin acetylesterase activity
OG0004799	axoneme assembly
OG0000613	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain
OG0003189	Spastic paraplegia 21 (Autosomal recessive, Mast syndrome)
OG0004395	Essential for the assembly of the photosystem I (PSI) complex. May act as a chaperone-like factor to guide the assembly of the PSI subunits
OG0003729	Exosome complex exonuclease RRP4 N-terminal region
OG0000540	PFAM Beta-propeller repeat
OG0006269	helicase activity
