OG0000847	PFAM short chain dehydrogenase
OG0002947	Na -dependent transporter
OG0004799	dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity
OG0008135	homoserine dehydrogenase activity
OG0009864	regulation of proton-transporting ATPase activity, rotational mechanism
OG0006741	protein folding
OG0002001	porphobilinogen deaminase
OG0001652	Replication factor RFC1 C terminal domain
OG0001606	assists the folding of proteins upon ATP hydrolysis
OG0000951	Type III restriction enzyme, res subunit
OG0002143	Aminotransferase class I and II
OG0007979	Links covalently the heme group to the apoprotein of cytochrome c
OG0006743	TENA/THI-4/PQQC family
OG0001594	SPFH domain / Band 7 family
OG0000144	Protein kinase C conserved region 2 (CalB)
OG0005334	mRNA 3'-end processing
OG0000305	coregulated
OG0007862	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
OG0006868	metal ion binding
OG0003999	PPPDE putative peptidase domain
OG0000896	very-long-chain-acyl-CoA dehydrogenase activity
OG0000532	GMC oxidoreductase
OG0003286	Belongs to the CDP-alcohol phosphatidyltransferase class-I family
OG0003829	cyclin-dependent protein serine/threonine kinase activity
OG0000952	GUN4-like
OG0004177	Phosphoglycerate mutase family
OG0008392	Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate (MEP)
OG0001203	Extension to Ser/Thr-type protein kinases
OG0001946	Serine/Threonine protein kinases, catalytic domain
OG0004654	Methyltransferase domain
OG0000486	Binds specifically and directly to substrates containing either a simple or bipartite NLS motif. Promotes docking of import substrates to the nuclear envelope
OG0000023	NIMA (never in mitosis gene a)-related kinase 1
OG0005133	peptide-aspartate beta-dioxygenase activity
OG0008223	Serine threonine protein kinase
OG0005277	zinc finger
OG0003746	Domain of unknown function (DUF3336)
OG0003357	-
OG0007783	glutathione transferase activity
OG0002623	cGMP-dependent protein kinase activity
OG0007954	Glutathione S-transferase. Source PGD
OG0004956	protein tyrosine/serine/threonine phosphatase activity
OG0003072	threonine-type endopeptidase activity
OG0008821	-
OG0008975	peptide-aspartate beta-dioxygenase activity
OG0006897	Protein kinase domain
OG0007456	FAD binding domain
OG0005837	maturation of LSU-rRNA
OG0004827	High-affinity nickel-transport protein
OG0004186	initiator tRNA phosphoribosyl transferase family protein
OG0006688	May be involved in fusion of retrograde transport vesicles derived from an endocytic compartment with the Golgi complex
OG0000976	Translation initiation factor activity. It is involved in the biological process described with translational initiation
OG0000041	Chaperone protein dnaJ
OG0001013	electron transfer activity
OG0002722	Belongs to the ubiquitin-conjugating enzyme family
OG0008492	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance
OG0001906	WD domain, G-beta repeat
OG0009403	transmembrane transporter activity
OG0001671	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
OG0008647	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
OG0003620	ATPases associated with a variety of cellular activities
OG0000321	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily
OG0002913	endocytic recycling
OG0003994	WD repeat-containing protein
OG0000329	AAA-type ATPase family protein
OG0000311	Caspase domain
OG0006530	glutathione transferase activity
OG0009819	PPPDE putative peptidase domain
OG0005693	Anaphase-promoting complex subunit 4 WD40 domain
OG0002808	Autophagy-related protein 18a-like
OG0002333	ABC transporter
OG0009574	Belongs to the ubiquitin-conjugating enzyme family
OG0003051	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage
OG0008916	Sodium/hydrogen exchanger family
OG0008480	Transporter
OG0005618	Protein of unknown function (DUF778)
OG0003060	Electron transfer flavoprotein subunit beta. Source PGD
OG0007238	oxidoreductase activity
OG0007360	peptidyl-prolyl cis-trans isomerase activity
OG0003423	Catalytic LigB subunit of aromatic ring-opening dioxygenase
OG0001479	membrane protein-putative a permease
OG0001490	Bifunctional GMP synthase glutamine amidotransferase protein
OG0001176	Belongs to the GST superfamily
OG0008645	alpha-ketoacid dehydrogenase activity
OG0004668	GTPase activity
OG0008808	microtubule motor activity
OG0009499	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps
OG0000748	aspartic-type endopeptidase activity
OG0002175	Calcium-dependent protein kinase
OG0004947	Heat shock chaperonin-binding motif.
OG0003021	Sulfatase
OG0000663	ATPase activity
OG0001188	RNA-binding protein 1
OG0007176	SET and MYND domain containing 3
OG0009430	Thioredoxin
OG0009796	EF-hand domain pair
OG0005961	NAC domain
OG0002221	dual specificity protein phosphatase
OG0000773	Domain Homologous to E6-AP Carboxyl Terminus with
OG0008589	Putative tRNA binding domain
OG0003494	Beta-amylase
OG0003381	Protein tyrosine kinase
OG0005930	Cupin superfamily protein
OG0002176	Lipid phosphate phosphatase epsilon
OG0001326	Protein kinase domain
OG0001182	EF-hand domain
OG0002024	Adenylate kinase, active site lid
OG0000936	Polysaccharide deacetylase
OG0001984	oxidoreductase activity
OG0009882	4-aminobutyrate aminotransferase. Source PGD
OG0000510	Inorganic pyrophosphatase
OG0002382	PKHD-type hydroxylase At1g22950-like
OG0000674	RNA recognition motif 2
OG0001277	Inhibitor of apoptosis-promoting Bax1
OG0001009	Belongs to the WD repeat SEC13 family
OG0002608	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0002580	Heterogeneous nuclear ribonucleoprotein
OG0004927	O-methyltransferase activity
OG0003956	E3 ubiquitin-protein ligase LUL4
OG0009077	RNA-binding protein
OG0009801	Molybdopterin biosynthesis protein
OG0009064	RNA cytidine acetyltransferase with specificity toward both 18S rRNA and tRNAs. Catalyzes the formation of N(4)- acetylcytidine (ac4C) in 18S rRNA. Required for early nucleolar cleavages of precursor rRNA at sites A0, A1 and A2 during 18S rRNA synthesis. Catalyzes the formation of ac4C in serine and leucine tRNAs. Requires the tRNA-binding adapter protein THUMBD1 for full tRNA acetyltransferase activity but not for 18S rRNA acetylation
OG0007404	acetyltransferase
OG0007790	S1 RNA binding domain protein
OG0001138	Belongs to the eukaryotic ribosomal protein eL6 family
OG0002272	TIGRFAM Ammonium transporter
OG0003104	-phosphatase
OG0001447	Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)
OG0005962	cellular oxidant detoxification
OG0005168	ER-associated misfolded protein catabolic process
OG0000326	Belongs to the ubiquitin-conjugating enzyme family
OG0006411	Non-specific serine threonine protein kinase
OG0000405	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)
OG0008208	Spermine/spermidine synthase domain
OG0001089	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
OG0010141	3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing
OG0002857	Taurine catabolism dioxygenase TauD, TfdA family
OG0004794	Endonuclease/Exonuclease/phosphatase family
OG0005801	Bardet-Biedl syndrome 2
OG0006661	It is involved in the biological process described with mRNA splicing, via spliceosome
OG0001193	Proteasome
OG0003216	Aldehyde dehydrogenase family
OG0002151	Golgi organization
OG0008335	clavaminate synthase activity
OG0005302	DNA polymerase
OG0002345	Carboxylesterase family
OG0004712	Tetratricopeptide repeat
OG0008424	dolichyl monophosphate biosynthetic process
OG0002424	Poly-adenylate binding protein, unique domain
OG0006723	branched-chain-amino-acid transaminase activity
OG0001701	PPPDE putative peptidase domain
OG0005966	negative regulation of ATPase activity
OG0000141	ATP-binding Cassette (ABC) Superfamily. Source PGD
OG0004573	Mo-molybdopterin cofactor metabolic process
OG0001631	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth
OG0003800	RNA binding motif protein 25
OG0000695	hyaluronan, chondroitin sulfate, and heparan sulfate
OG0001070	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate
OG0009885	protoporphyrinogen oxidase activity
OG0008926	2OG-Fe(II) oxygenase
OG0003464	ABC transporter
OG0004684	Catalyzes the isomerization of sulfoquinovose (SQ) to 6- deoxy-6-sulfo-D-fructose (SF)
OG0000908	PFAM Aminotransferase class I and II
OG0000189	RAB30, member RAS oncogene family
OG0002937	Rtf2 RING-finger
OG0010052	female pronucleus assembly
OG0006710	DJ-1/PfpI family
OG0004750	Poly(ADP-ribose) polymerase catalytic domain
OG0000149	Regulator of chromosome condensation (RCC1) repeat
OG0001704	this activity may be independent of acetylation activity. Acetylates alpha-tubulin with a slow enzymatic rate, due to a catalytic site that is not optimized for acetyl transfer. Enters the microtubule through each end and diffuses quickly throughout the lumen of microtubules. Acetylates only long old microtubules because of its slow acetylation rate since it does not have time to act on dynamically unstable microtubules before the enzyme is released
OG0002544	Integral membrane protein TerC family
OG0005176	Signal peptide protein
OG0007835	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis
OG0000979	Phosphoenolpyruvate carboxykinase
OG0009086	protein disulfide oxidoreductase activity
OG0005726	AN1-like Zinc finger
OG0009298	Ribosomal prokaryotic L21 protein
OG0006239	Domain of unknown function (DUF1977)
OG0006391	Transcription elongation factor
OG0000323	Flavoprotein (FP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)
OG0001742	calmodulin-dependent protein kinase activity
OG0007704	HAT (Half-A-TPR) repeats
OG0004231	ATP binding
OG0009217	phosphopantetheine binding
OG0008620	Organic solute transporter Ostalpha
OG0001957	Skp1-protein -hydroxyproline N-acetylglucosaminyltransferase, family GT60. Source PGD
OG0006040	adenyl-nucleotide exchange factor activity
OG0008778	Dual-specificity protein phosphatase
OG0002335	Axin interaction partner and dorsalization antagonist
OG0005789	epimerase
OG0007278	6phosphofructo2kinase
OG0001431	microtubule motor activity
OG0000164	Belongs to the PEP-utilizing enzyme family
OG0009623	beta-lactamase
OG0000040	belongs to the protein kinase superfamily
OG0009716	Mitogen-activated protein kinase kinase kinase NPK1
OG0006069	Beta-glucan synthesis-associated protein (SKN1)
OG0001770	Dehydrogenase
OG0003205	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0001613	Insulinase (Peptidase family M16)
OG0007372	PFAM Class I peptide chain release factor
OG0007963	Regulator of chromosome condensation
OG0003159	-
OG0002942	Chorismate synthase
OG0003363	DegT/DnrJ/EryC1/StrS aminotransferase family
OG0003610	alpha-galactosidase
OG0001916	negative regulation of inclusion body assembly
OG0006193	Catalyzes the conversion of maleate to fumarate
OG0009532	phosphatase 2C
OG0002698	Bifunctional phosphatase IMPL2
OG0003683	Possible membrane-associated motif in LPS-induced tumor necrosis factor alpha factor (LITAF), also known as PIG7, and other animal proteins.
OG0000503	metalloaminopeptidase activity
OG0000286	Belongs to the SKP1 family
OG0006242	protein depalmitoleylation
OG0000614	Peptidyl-prolyl cis-trans isomerase
OG0003848	Bifunctional methylthioribulose-1-phosphate dehydratase enolase-phosphatase E1
OG0001793	voltage-gated potassium channel activity
OG0000334	Component of the FACT complex, a general chromatin factor that acts to reorganize nucleosomes. The FACT complex is involved in multiple processes that require DNA as a template such as mRNA elongation, DNA replication and DNA repair. During transcription elongation the FACT complex acts as a histone chaperone that both destabilizes and restores nucleosomal structure. It facilitates the passage of RNA polymerase II and transcription by promoting the dissociation of one histone H2A-H2B dimer from the nucleosome, then subsequently promotes the reestablishment of the nucleosome following the passage of RNA polymerase II
OG0004973	O-methyltransferase activity
OG0008876	Amidase
OG0004123	B9 domain-containing protein 2
OG0000192	ribosomal protein
OG0007289	glucose-6-phosphate 1-epimerase activity
OG0001337	Zinc-binding dehydrogenase
OG0006520	Sodium:solute symporter family
OG0003146	ATP synthase (E/31 kDa) subunit
OG0002461	axoneme assembly
OG0002694	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0007642	pseudouridine synthase activity
OG0006221	protein serine/threonine kinase activity
OG0008114	Major Facilitator Superfamily
OG0002811	isomerase activity
OG0001326	Serine threonine-protein kinase
OG0003526	Putative RNA methyltransferase
OG0006778	Bacterial transferase hexapeptide (six repeats)
OG0003052	RF-1 domain
OG0005409	DnaJ molecular chaperone homology domain
OG0001687	endonuclease III
OG0008360	histone peptidyl-prolyl isomerization
OG0005533	Belongs to the protein kinase superfamily
OG0009549	nucleotidase activity
OG0004980	glutathione-S-transferase glutaredoxin
OG0000756	ADP-ribosylation factor family. Source PGD
OG0006521	Belongs to the DHHC palmitoyltransferase family
OG0000169	Glutamate-cysteine ligase
OG0008962	Endoribonuclease L-PSP
OG0008010	Flavin containing amine oxidoreductase
OG0009073	ABC transporter C family member
OG0000703	La ribonucleoprotein domain family member
OG0005338	Nuclear nucleic acid-binding protein C1D
OG0000584	Chlorophyll A-B binding protein
OG0007055	pyrimidine nucleotide-sugar transmembrane transporter activity
OG0000033	Belongs to the potassium channel family
OG0000007	Q COG3321 Polyketide synthase modules and related proteins
OG0006699	unusual protein kinase
OG0006465	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0002259	voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential
OG0004559	Cyclin-dependent protein kinase
OG0003248	protein folding
OG0001621	von Willebrand factor (vWF) type A domain
OG0009076	homolog subfamily B member
OG0010048	Cytochrome C biogenesis protein
OG0006313	negative regulation of cilium assembly
OG0000109	lysyl-tRNA aminoacylation
OG0003781	Protein of unknown function, DUF393
OG0002655	Psort location CytoplasmicMembrane, score 10.00
OG0000072	Calcineurin-like phosphoesterase. Source PGD
OG0000048	adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate
OG0002492	S-formylglutathione hydrolase activity
OG0001048	Broad-Complex, Tramtrack and Bric a brac
OG0000769	Elongation factor 1-alpha. Source PGD
OG0008235	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
OG0008336	protein catabolic process
OG0003253	rRNA (adenine-N6,N6-)-dimethyltransferase activity
OG0004500	Essential for the assembly of the photosystem I (PSI) complex. May act as a chaperone-like factor to guide the assembly of the PSI subunits
OG0005135	Oxidoreductase family, NAD-binding Rossmann fold
OG0002265	Sjogren syndrome antigen B
OG0005235	Guanylate-binding protein, N-terminal domain
OG0009650	Catalytic subunit of pyrophosphate--fructose 6-phosphate 1-phosphotransferase. Catalyzes the phosphorylation of D-fructose 6-phosphate, the first committing step of glycolysis. Uses inorganic phosphate (PPi) as phosphoryl donor instead of ATP like common ATP-dependent phosphofructokinases (ATP-PFKs), which renders the reaction reversible, and can thus function both in glycolysis and gluconeogenesis
OG0002951	-
OG0005379	peptidyl-threonine phosphorylation
OG0001311	Glycosyl hydrolase family 20, catalytic domain
OG0008453	Peptidase family M28
OG0003163	ubiquitin-specific protease activity involved in positive regulation of ERAD pathway
OG0003596	enzyme 5
OG0003629	Responsible for synthesis of pseudouridine from uracil
OG0003754	Putative GTP-ase activating proteins for the small GTPase, ARF
OG0003041	Centrosomal protein
OG0000925	IQ calmodulin-binding motif
OG0008592	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
OG0004945	Mitogen-activated protein kinase 15
OG0004363	It is involved in the biological process described with cobalamin metabolic process
OG0004965	Heterogeneous nuclear ribonucleoprotein
OG0004115	protein serine/threonine kinase activity
OG0002670	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol
OG0004072	MOB kinase activator-like
OG0009293	Bardet-biedl syndrome 1
OG0007812	Pyruvate dehydrogenase lipoamide kinase isozyme
OG0001792	CCR4-NOT transcription complex subunit 8
OG0003811	histone H2A
OG0002016	Belongs to the carbohydrate kinase PfkB family
OG0007042	Phytochelatin synthase
OG0001453	Required during biogenesis of c-type cytochromes (cytochrome c6 and cytochrome f) at the step of heme attachment
OG0000323	anaerobic respiration
OG0004557	Lipopolysaccharide kinase (Kdo/WaaP) family
OG0005974	Belongs to the type-B carboxylesterase lipase family
OG0007435	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
OG0001603	antiporter activity
OG0001993	Beta-ketoacyl synthase, N-terminal domain
OG0000733	60S ribosomal protein L30
OG0007668	Exostosin family
OG0003926	Putative Phosphatase
OG0005888	GTPase activator activity
OG0005861	-
OG0010175	Speckle-type POZ protein-like protein
OG0006553	Belongs to the iron ascorbate-dependent oxidoreductase family
OG0008425	Phosphoribulokinase uridine kinase family protein
OG0002657	Polyamine oxidase
OG0005982	Aldehyde dehydrogenase family
OG0000981	Belongs to the universal ribosomal protein uS13 family
OG0001853	Sodium/calcium exchanger protein
OG0000024	Spondin_N
OG0002997	Sugar (and other) transporter
OG0002296	protein serine/threonine kinase activity
OG0002060	WD domain-containing protein. Source PGD
OG0000297	40S ribosomal protein
OG0005482	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another
OG0001146	Rad51
OG0007109	N-terminal acetyltransferase A complex subunit nat1. Source PGD
OG0004420	gamma-glutamylaminecyclotransferase activity
OG0000040	protein serine/threonine kinase activity
OG0003581	Belongs to the glycosyl hydrolase 5 (cellulase A) family
OG0009790	Mitochondrial import inner membrane translocase subunit tim10
OG0000941	ribosomal protein
OG0000126	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
OG0001992	Acetylglucosaminyltransferase activity. It is involved in the biological process described with protein glycosylation
OG0000465	mitogen-activated protein kinase
OG0006340	calcium ion binding
OG0001100	Inhibitor of apoptosis-promoting Bax1
OG0001416	intraciliary transport
OG0006421	Calmodulin
OG0001547	chaperone
OG0006362	S-adenosylmethionine-dependent methyltransferase
OG0004633	Protein terminal ear1
OG0009400	protein Sb04g004280 source
OG0000717	photosynthetic electron transport in photosystem II
OG0001942	Autophagy-related protein 3
OG0004249	Phosphopantetheine attachment site
OG0008812	UDP-glucoronosyl and UDP-glucosyl transferase
OG0006173	S-adenosylmethionine decarboxylase
OG0002966	GTP cyclohydrolase
OG0006308	PDZ domain (Also known as DHR or GLGF)
OG0004218	Component of the cytosolic iron-sulfur (Fe-S) protein assembly (CIA) machinery. Required for the maturation of extramitochondrial Fe-S proteins. Part of an electron transfer chain functioning in an early step of cytosolic Fe-S biogenesis. Transfers electrons from NADPH to the Fe-S cluster of the anamorsin DRE2 homolog
OG0009033	Belongs to the cyclin family
OG0002952	Signal peptide peptidase-like 5
OG0001593	Crt homolog
OG0002162	Structural Maintenance of
OG0007024	50S ribosome-binding GTPase
OG0004054	3-ketoacyl-CoA synthase
OG0002635	ubiE/COQ5 methyltransferase family
OG0000831	Belongs to the protein kinase superfamily
OG0000843	glycerol-3-phosphate catabolic process
OG0000787	protein folding
OG0004412	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
OG0000118	GTP binding
OG0002539	Pyridine nucleotide-disulphide oxidoreductase
OG0001083	Photosystem I reaction centre subunit XI
OG0009479	Belongs to the AAA ATPase family
OG0003886	FAD binding domain of DNA photolyase
OG0009661	regulation of cilium-dependent cell motility
OG0000111	Ribonuclease B OB domain
OG0001472	Belongs to the peptidase C1 family
OG0000499	Phosphopantetheine attachment site
OG0005362	TFIIS helical bundle-like domain
OG0007846	belongs to the protein kinase superfamily
OG0003244	Cytosine-specific methyltransferase
OG0000382	iron ion binding
OG0003181	Belongs to the iron ascorbate-dependent oxidoreductase family
OG0003457	It is involved in the biological process described with phenylalanyl-tRNA aminoacylation
OG0000953	cAMP-specific 3',5'-cyclic phosphodiesterase 4A
OG0004914	Poly A polymerase regulatory subunit
OG0000732	Thioredoxin-like domain
OG0000003	unfolded protein binding
OG0000237	acyl-CoA dehydrogenase
OG0005436	Serine/Threonine protein kinases, catalytic domain
OG0001051	pre-mRNA splicing factor component
OG0001628	Serine threonine protein kinase
OG0001423	protein tyrosine/serine/threonine phosphatase activity
OG0000717	Photosystem II CP47 chlorophyll apoprotein
OG0002489	Heat shock protein family B (Small), member 11
OG0000546	Protein kinase domain
OG0000314	NEDD8 transferase activity
OG0002820	RAP
OG0005270	Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly
OG0000775	arginine transport
OG0002490	AIR synthase related protein, N-terminal domain
OG0009862	acid phosphatase activity
OG0009841	Putative heavy-metal-binding
OG0000710	ribosomal protein
OG0004700	2-acylglycerol O-acyltransferase activity
OG0000348	Casein kinase I
OG0008793	Domain of unknown function (DUF1768)
OG0001573	HAD-hyrolase-like
OG0001307	-
OG0000022	helicase activity
OG0008106	Major Facilitator Superfamily
OG0005567	rna exonuclease
OG0002002	flavin adenine dinucleotide binding. It is involved in the biological process described with oxidation-reduction process
OG0000177	acyl-CoA dehydrogenase
OG0009824	Permease for cytosine/purines, uracil, thiamine, allantoin
OG0008305	Aminotransferase
OG0001951	PPPDE putative peptidase domain
OG0002192	nuclear import signal receptor activity
OG0000695	UDP binding domain
OG0005345	DnaJ C terminal domain
OG0008461	May function in recognizing stalled ribosomes and triggering endonucleolytic cleavage of the mRNA, a mechanism to release non-functional ribosomes and degrade damaged mRNAs
OG0001449	Proposed nucleic acid binding domain
OG0000187	mRNA transport
OG0000120	Oligosaccharyl transferase STT3 subunit
OG0000117	Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position
OG0000181	(ABC) transporter
OG0007419	Alg9-like mannosyltransferase family
OG0007082	Cyclin-dependent kinase inhibitor 3 (CDKN3)
OG0000280	Eukaryotic translation elongation factor 1 alpha
OG0009406	AMP-binding enzyme C-terminal domain
OG0008865	Fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1
OG0003330	Methyltransferase
OG0001405	Aldo/keto reductase family
OG0002190	Monomeric isocitrate dehydrogenase
OG0000221	translation activator activity
OG0005268	Calcineurin-like phosphoesterase
OG0001487	ubiquitin-protein transferase activity
OG0008683	Partial alpha/beta-hydrolase lipase region
OG0003659	hypoxanthine salvage
OG0000784	acid phosphatase activity
OG0000028	anterograde neuronal dense core vesicle transport
OG0002944	Cyclin-dependent kinase 2
OG0007326	Peptidyl-prolyl cis-trans isomerase
OG0000141	Multidrug resistance-associated protein 5-like
OG0007546	AMP-binding enzyme C-terminal domain
OG0006210	Glucosamine 6-phosphate
OG0001395	oxidation-reduction process
OG0000131	translation
OG0003394	WD domain, G-beta repeat
OG0005198	Possible lysine decarboxylase
OG0003176	Aspartyl/Asparaginyl beta-hydroxylase
OG0002545	succinate-CoA ligase (ADP-forming) activity
OG0004711	Belongs to the CDP-alcohol phosphatidyltransferase class-I family
OG0000167	Belongs to the universal ribosomal protein uL14 family
OG0002413	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly
OG0009146	ABC transporter I family member
OG0008887	S25 ribosomal protein
OG0000232	serine-type carboxypeptidase activity
OG0008064	cellular component assembly
OG0000383	S-adenosyl-L-homocysteine hydrolase
OG0009685	family 2, TIM barrel
OG0001176	Glutathione S-transferase, C-terminal domain
OG0004357	Transmembrane protein 65
OG0004884	palmitoyl-(protein) hydrolase activity
OG0008356	Belongs to the ribulose-phosphate 3-epimerase family
OG0006811	ubiE/COQ5 methyltransferase family
OG0005336	Major facilitator superfamily
OG0007630	Fungal domain of unknown function (DUF1712)
OG0004179	RNA-binding protein mei2 homologue
OG0003880	ATPase activity, coupled to transmembrane movement of substances
OG0001183	Small nuclear
OG0003744	Abc1 domain protein
OG0000649	protein O-linked glycosylation via threonine
OG0003061	Ulp1 protease family, C-terminal catalytic domain
OG0000666	Calcium-dependent protein kinase
OG0007903	3',5'-cyclic-nucleotide phosphodiesterase activity
OG0008232	ATP binding
OG0002802	guanosine-diphosphatase activity
OG0002902	Cytochrome b5-like Heme/Steroid binding domain
OG0002567	Outer envelope protein 61
OG0009370	amino acid transport
OG0008251	lipoamidase activity
OG0007709	oxidoreductase activity
OG0001427	Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L- cysteine from sulfate
OG0009028	Protein tyrosine kinase
OG0002202	E3 ubiquitin-protein ligase LUL4
OG0000244	tRNA 2'-phosphotransferase
OG0004714	ATPase activity, coupled to transmembrane movement of substances
OG0005209	acylphosphatase activity
OG0005261	translation initiation factor activity
OG0006599	Major Facilitator Superfamily
OG0005662	DNA repair metallo-beta-lactamase
OG0001390	NAD( )-dependent glutamate dehydrogenase which degrades glutamate to ammonia and alpha-ketoglutarate
OG0002367	response to benomyl
OG0001305	Nucleotide-sugar transporter
OG0008572	Lipopolysaccharide kinase (Kdo/WaaP) family
OG0001507	glucosyltransferase activity
OG0003265	26S proteasome non-atpase regulatory subunit
OG0003533	RNA uridylyltransferase activity
OG0000743	DNA polymerase III
OG0008374	Belongs to the eukaryotic ribosomal protein eS6 family
OG0003077	DNA replication complex GINS protein
OG0002981	thiamine-containing compound biosynthetic process
OG0003802	Binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function
OG0008503	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex
OG0002238	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0000498	XPG N-terminal
OG0002853	cellular response to paclitaxel
OG0000421	pyruvate kinase activity
OG0006824	Ubiquitin-like protein involved in cytoplasm to vacuole transport (Cvt) and autophagic vesicle formation
OG0008438	Serine threonine-protein phosphatase
OG0001487	RING-H2 finger protein
OG0008586	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region domain-containing protein
OG0000192	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
OG0005205	COG1760 L-serine deaminase
OG0005605	Sucrase/ferredoxin-like
OG0009620	Malate/L-lactate dehydrogenase
OG0000986	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
OG0000838	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases
OG0009649	helicase activity
OG0002397	dynein intermediate chain
OG0009850	-
OG0002085	Zinc finger, CCHC domain containing 17
OG0003180	Removes the formyl group from the N-terminal Met of newly synthesized proteins
OG0004134	recombinational repair
OG0002768	G-patch domain
OG0005163	oxidoreductase activity
OG0001541	ATP binding
OG0004389	Bicoid-interacting protein 3 (Bin3)
OG0003247	protein polyglycylation
OG0001617	Cystatin-like domain
OG0001255	Belongs to the protein kinase superfamily
OG0003735	N,N-dimethylaniline monooxygenase activity
